title,directors,actors,genre,comb
raaz 3: the third dimension,Vikram Bhatt,Emraan Hashmi   Bipasha Basu   Esha Gupta   Manish Chaudhary,Horror   Romance   Thriller,Vikram Bhatt Emraan Hashmi   Bipasha Basu   Esha Gupta   Manish Chaudhary Horror   Romance   Thriller
koi hai,Rajiv S. Ruia,Aman Verma   Shweta Menon   Rinku Ghosh   Roop Kumar Rathod,Drama   Horror,Rajiv S. Ruia Aman Verma   Shweta Menon   Rinku Ghosh   Roop Kumar Rathod Drama   Horror
yeh jo mohabbat hai,Shree Narayan Singh,Rati Agnihotri   Mohnish Bahl   Nazia Hussain   Farida Jalal,Drama,Shree Narayan Singh Rati Agnihotri   Mohnish Bahl   Nazia Hussain   Farida Jalal Drama
zindagi tere naam,Ashu Trikha,Mithun Chakraborty   Ranjeeta Kaur   Sajid Ali   Supriya Karnik,Romance,Ashu Trikha Mithun Chakraborty   Ranjeeta Kaur   Sajid Ali   Supriya Karnik Romance
khiladi 786,Ashish R. Mohan,Akshay Kumar   Asin   Raj Babbar   Vipin Bakshi,Action   Comedy,Ashish R. Mohan Akshay Kumar   Asin   Raj Babbar   Vipin Bakshi Action   Comedy
cocktail,Homi Adajania,Deepika Padukone   Saif Ali Khan   Randeep Hooda   Boman Irani,Comedy   Drama   Romance,Homi Adajania Deepika Padukone   Saif Ali Khan   Randeep Hooda   Boman Irani Comedy   Drama   Romance
student of the year,Karan Johar,Sidharth Malhotra   Alia Bhatt   Varun Dhawan   Rishi Kapoor,Comedy   Romance,Karan Johar Sidharth Malhotra   Alia Bhatt   Varun Dhawan   Rishi Kapoor Comedy   Romance
ghost,Puja Bedi,Shiney Ahuja   Sayali Bhagat   Julia Bliss   Tabrez Khan,Horror,Puja Bedi Shiney Ahuja   Sayali Bhagat   Julia Bliss   Tabrez Khan Horror
jab tak hai jaan,Yash Chopra,Shah Rukh Khan   Katrina Kaif   Anushka Sharma   June Smith,Drama   Romance,Yash Chopra Shah Rukh Khan   Katrina Kaif   Anushka Sharma   June Smith Drama   Romance
yeh jawaani hai deewani,Ayan Mukherjee,Ranbir Kapoor   Deepika Padukone   Aditya Roy Kapoor   Kalki Koechlin,Drama   Musical   Romance,Ayan Mukherjee Ranbir Kapoor   Deepika Padukone   Aditya Roy Kapoor   Kalki Koechlin Drama   Musical   Romance
son of sardaar,Ashwani Dhir,Ajay Devgn   Sanjay Dutt   Sonakshi Sinha   Juhi Chawla,Action   Comedy   Romance,Ashwani Dhir Ajay Devgn   Sanjay Dutt   Sonakshi Sinha   Juhi Chawla Action   Comedy   Romance
english vinglish,Gauri Shinde,Sridevi   Adil Hussain   Mehdi Nebbou   Priya Anand,Comedy   Drama   Family,Gauri Shinde Sridevi   Adil Hussain   Mehdi Nebbou   Priya Anand Comedy   Drama   Family
hansa,Manav Kaul,Trimala Adhikari   Abhay Joshi   Ashish Kumar   Kumud Mishra,Drama,Manav Kaul Trimala Adhikari   Abhay Joshi   Ashish Kumar   Kumud Mishra Drama
chaalis chauraasi,Hriday Shetty,Shweta Bhardwaj   Reetu Jain   Arbaaz Ali Khan   Ravi Kishan,Comedy   Crime,Hriday Shetty Shweta Bhardwaj   Reetu Jain   Arbaaz Ali Khan   Ravi Kishan Comedy   Crime
from sydney with love,Prateek Chakravorty,Bidita Bag   Ronjini Chakraborty   Sabyasachi Chakraborty   Prateek Chakravorty,Comedy   Romance,Prateek Chakravorty Bidita Bag   Ronjini Chakraborty   Sabyasachi Chakraborty   Prateek Chakravorty Comedy   Romance
department,Ram Gopal Varma,Amitabh Bachchan   Rana Daggubati   Sanjay Dutt   Nathalia Kaur,Action,Ram Gopal Varma Amitabh Bachchan   Rana Daggubati   Sanjay Dutt   Nathalia Kaur Action
luv shuv tey chicken khurana,Sameer Sharma,Kunal Kapoor   Huma Qureshi   Vinod Nagpal   Rajesh Sharma,Comedy,Sameer Sharma Kunal Kapoor   Huma Qureshi   Vinod Nagpal   Rajesh Sharma Comedy
unforgettable,Arshad Yusuf Pathan,Usha Bachani   Hazel Croney   Pablo Gonzalez   Patrick Haider,Drama   Romance,Arshad Yusuf Pathan Usha Bachani   Hazel Croney   Pablo Gonzalez   Patrick Haider Drama   Romance
shirin farhad ki toh nikal padi,Bela Segal,Kavin Dave   Kurush Deboo   Boman Irani   Daisy Irani,Romance,Bela Segal Kavin Dave   Kurush Deboo   Boman Irani   Daisy Irani Romance
gali gali chor hai,Rumi Jaffery,Mohit Baghet   Sahaj Bradoria   Mugdha Godse   Shalin Gupta,Drama,Rumi Jaffery Mohit Baghet   Sahaj Bradoria   Mugdha Godse   Shalin Gupta Drama
login,Sanjeev Reddy,Himanshu Bhatt   Roy Radhika   Akkash Basnet   Rashmi Gautam,Drama   Thriller,Sanjeev Reddy Himanshu Bhatt   Roy Radhika   Akkash Basnet   Rashmi Gautam Drama   Thriller
staying alive,Anant Mahadevan,Khan Jahangir Khan   Anant Mahadevan   Navni Parihar   Chandan Sanyal,Drama,Anant Mahadevan Khan Jahangir Khan   Anant Mahadevan   Navni Parihar   Chandan Sanyal Drama
daal mein kuch kaala hai,Anand Balraj,Anand Balraj   Sudesh Berry   Kishore Anand Bhanushali   Raj Singh Chaudhary,Comedy,Anand Balraj Anand Balraj   Sudesh Berry   Kishore Anand Bhanushali   Raj Singh Chaudhary Comedy
station,Saad Khan,Kanika Batra   Gulshan Grover   Rohiet Nair   Sameer Kevin Roy,Crime   Drama   Thriller,Saad Khan Kanika Batra   Gulshan Grover   Rohiet Nair   Sameer Kevin Roy Crime   Drama   Thriller
chaar din ki chandni,Samir Karnik,Rana Jung Bahadur   Mukul Dev   Harish   Farida Jalal,Comedy   Romance,Samir Karnik Rana Jung Bahadur   Mukul Dev   Harish   Farida Jalal Comedy   Romance
jodi breakers,Ashwini Chaudhary,Bipasha Basu   Helen   Pradeep Kharab   Madhavan,Comedy   Musical   Romance,Ashwini Chaudhary Bipasha Basu   Helen   Pradeep Kharab   Madhavan Comedy   Musical   Romance
maharana pratap: the first freedom fighter,Pradeep Kumawat,Narayan Singh Sisodia   Kuldeep Chaturvedi   Payal Kumawat   Naveen Jinger,Action   War,Pradeep Kumawat Narayan Singh Sisodia   Kuldeep Chaturvedi   Payal Kumawat   Naveen Jinger Action   War
aashiqui 2,Mohit Suri,Aditya Roy Kapoor   Shraddha Kapoor   Shaad Randhawa   Salil Acharya,Drama   Music   Musical,Mohit Suri Aditya Roy Kapoor   Shraddha Kapoor   Shaad Randhawa   Salil Acharya Drama   Music   Musical
chakradhaar,Dharam Prakash   Shakur Sir,Abishek Anand   Zakir Hussain   Darshan Jariwala   Vidya Malvade,Action,Dharam Prakash   Shakur Sir Abishek Anand   Zakir Hussain   Darshan Jariwala   Vidya Malvade Action
machhli jal ki rani hai,Debaloy Dey,Swara Bhaskar   Reema Debnath   Saurabh Dubey   Hritu,Horror,Debaloy Dey Swara Bhaskar   Reema Debnath   Saurabh Dubey   Hritu Horror
myoho,Ranjan Shandilya,Kanwaljit Singh   Yashpal Sharma   Malay Chakrabarty   Brijendra Kala,Drama,Ranjan Shandilya Kanwaljit Singh   Yashpal Sharma   Malay Chakrabarty   Brijendra Kala Drama
kai po che!,Abhishek Kapoor,Asif Basra   Digvijay Deshmukh   Manav Kaul   Amrita Puri,Drama   Sport,Abhishek Kapoor Asif Basra   Digvijay Deshmukh   Manav Kaul   Amrita Puri Drama   Sport
issaq,Manish Tiwary,Malini Awasthi   Sandeep Bose   Amyra Dastur   Makrand Deshpande,Drama,Manish Tiwary Malini Awasthi   Sandeep Bose   Amyra Dastur   Makrand Deshpande Drama
goliyon ki rasleela ram-leela,Sanjay Leela Bhansali,Deepika Padukone   Ranveer Singh   Supriya Pathak   Sharad Kelkar,Drama   Musical   Romance,Sanjay Leela Bhansali Deepika Padukone   Ranveer Singh   Supriya Pathak   Sharad Kelkar Drama   Musical   Romance
main aur mr. riight,Adeeb Rais,Barun Sobti   Shenaz Treasury   Kavi Shastri   Danny Sura,Comedy   Romance,Adeeb Rais Barun Sobti   Shenaz Treasury   Kavi Shastri   Danny Sura Comedy   Romance
identity card,Rahat Kazmi,Tia Bajpai   Brijendra Kala   Prashaant Kumar   Vipin Sharma,Comedy   Drama   Sci-Fi,Rahat Kazmi Tia Bajpai   Brijendra Kala   Prashaant Kumar   Vipin Sharma Comedy   Drama   Sci-Fi
1920: evil returns,Bhushan Patel,Vicky Ahuja   Tia Bajpai   Sharad Kelkar   Vidya Malvade,Drama   Horror   Romance,Bhushan Patel Vicky Ahuja   Tia Bajpai   Sharad Kelkar   Vidya Malvade Drama   Horror   Romance
baat bann gayi,Shuja Ali,Anisa Butt   Ali Fazal   Gulshan Grover   Razzak Khan,Comedy   Romance,Shuja Ali Anisa Butt   Ali Fazal   Gulshan Grover   Razzak Khan Comedy   Romance
3 bachelors,Ajai Sinha,Sharman Joshi   Negar Khan   Nigaar Khan   Manish Nagpal,Comedy   Romance,Ajai Sinha Sharman Joshi   Negar Khan   Nigaar Khan   Manish Nagpal Comedy   Romance
listen... amaya,Avinash Kumar Singh,Farooq Shaikh   Deepti Naval   Swara Bhaskar   Amala Akkineni,Drama,Avinash Kumar Singh Farooq Shaikh   Deepti Naval   Swara Bhaskar   Amala Akkineni Drama
lootera,Vikramaditya Motwane,Ranveer Singh   Sonakshi Sinha   Adil Hussain   Vikrant Massey,Drama   Romance,Vikramaditya Motwane Ranveer Singh   Sonakshi Sinha   Adil Hussain   Vikrant Massey Drama   Romance
tutiya dil,Amit Khanna,Sidhant Kapur   Iris Maity   Suzanna Mukherjee   Nikhil Sabharwal,Romance,Amit Khanna Sidhant Kapur   Iris Maity   Suzanna Mukherjee   Nikhil Sabharwal Romance
jism 2,Pooja Bhatt,Randeep Hooda   Sunny Leone   Arunoday Singh   Junayeed Bin Fakhrul,Drama   Romance   Thriller,Pooja Bhatt Randeep Hooda   Sunny Leone   Arunoday Singh   Junayeed Bin Fakhrul Drama   Romance   Thriller
table no. 21,Aditya Datt,Paresh Rawal   Rajeev Khandelwal   Tina Desai   Dhruv Ganesh,Adventure   Thriller,Aditya Datt Paresh Rawal   Rajeev Khandelwal   Tina Desai   Dhruv Ganesh Adventure   Thriller
mere dost picture abhi baaki hai,Rajnish Thakur,Sunil Shetty   Udita Goswami   Rajpal Yadav   Mukesh Ahuja,Comedy,Rajnish Thakur Sunil Shetty   Udita Goswami   Rajpal Yadav   Mukesh Ahuja Comedy
siyaah..,Aziz Naser,Habeeb Aidroos   Zarine Ali   Madhulagna Das   Faheem Ul Haq,Horror,Aziz Naser Habeeb Aidroos   Zarine Ali   Madhulagna Das   Faheem Ul Haq Horror
shudra the rising,Sanjiv Jaiswal,Habib Aazmi   Priya Annatram   Pravin Baby   Mahesh Balraj,History,Sanjiv Jaiswal Habib Aazmi   Priya Annatram   Pravin Baby   Mahesh Balraj History
cheenti cheenti bang bang,R.D. Mallik,Asrani   Mahesh Manjrekar   Anjan Srivastav   Ashish Vidyarthi,Animation   Family,R.D. Mallik Asrani   Mahesh Manjrekar   Anjan Srivastav   Ashish Vidyarthi Animation   Family
aalaap,Manish Manikpuri,Omkar Das Manikpuri   Ashish Patil   Pitobash   Amit Purohit,Sci-Fi,Manish Manikpuri Omkar Das Manikpuri   Ashish Patil   Pitobash   Amit Purohit Sci-Fi
2 nights in soul valley,Harish Sharma,Hemant Pandey   Sumeet Sharma   Sumeet Sharma   Aakshi Khari,Adventure   Horror   Mystery,Harish Sharma Hemant Pandey   Sumeet Sharma   Sumeet Sharma   Aakshi Khari Adventure   Horror   Mystery
blood money,Vishal Mahadkar,Manish Chaudhary   Kunal Khemu   Amrita Puri   Teeshay Shah,Action   Drama   Thriller,Vishal Mahadkar Manish Chaudhary   Kunal Khemu   Amrita Puri   Teeshay Shah Action   Drama   Thriller
ghanchakkar,Raj Kumar Gupta,Vidya Balan   Emraan Hashmi   Parvin Dabas   Rajesh Sharma,Comedy   Crime   Thriller,Raj Kumar Gupta Vidya Balan   Emraan Hashmi   Parvin Dabas   Rajesh Sharma Comedy   Crime   Thriller
challo driver,Vickrant Mahajan,Vickrant Mahajan   Kainaz Motivala   Prem Chopra   Deepak Arora,Comedy,Vickrant Mahajan Vickrant Mahajan   Kainaz Motivala   Prem Chopra   Deepak Arora Comedy
future to bright hai ji,Sanjay Amar,Sanjay Amar   Asrani   Neelima Azim   Aamir Bashir,Drama,Sanjay Amar Sanjay Amar   Asrani   Neelima Azim   Aamir Bashir Drama
aiyyaa,Sachin Kundalkar,Rani Mukerji   Prithviraj Sukumaran   Nirmiti Sawant   Subodh Bhave,Comedy,Sachin Kundalkar Rani Mukerji   Prithviraj Sukumaran   Nirmiti Sawant   Subodh Bhave Comedy
rush,Shamin Desai,Emraan Hashmi   Aditya Pancholi   Sagarika Ghatge   Neha Dhupia,Thriller,Shamin Desai Emraan Hashmi   Aditya Pancholi   Sagarika Ghatge   Neha Dhupia Thriller
bumboo,Jagdish Rajpurohit,Kavin Dave   Shailesh Hejmady   Bikramjeet Kanwarpal   Sumit Kaul,Comedy,Jagdish Rajpurohit Kavin Dave   Shailesh Hejmady   Bikramjeet Kanwarpal   Sumit Kaul Comedy
gori tere pyaar mein,Punit Malhotra,Imran Khan   Kareena Kapoor   Nizhalgal Ravi   Anupam Kher,Comedy   Romance,Punit Malhotra Imran Khan   Kareena Kapoor   Nizhalgal Ravi   Anupam Kher Comedy   Romance
satyagraha,Prakash Jha,Kareena Kapoor   Amitabh Bachchan   Ajay Devgn   Arjun Rampal,Drama,Prakash Jha Kareena Kapoor   Amitabh Bachchan   Ajay Devgn   Arjun Rampal Drama
kamaal dhamaal malamaal,Priyadarshan,Asrani   Madhurima Banerjee   Shakti Kapoor   Pratima Kazmi,Comedy,Priyadarshan Asrani   Madhurima Banerjee   Shakti Kapoor   Pratima Kazmi Comedy
riyasat,Ashok Tyagi,Rajesh Khanna   Aryeman Ramsay   Raza Murad   Aryan Vaid,Crime,Ashok Tyagi Rajesh Khanna   Aryeman Ramsay   Raza Murad   Aryan Vaid Crime
chakravyuh,Prakash Jha,Arjun Rampal   Abhay Deol   Manoj Bajpayee   Esha Gupta,Drama   Thriller   War,Prakash Jha Arjun Rampal   Abhay Deol   Manoj Bajpayee   Esha Gupta Drama   Thriller   War
jeena hai toh thok daal,Manish Vatsalya,Ravi Kishan   Manish Vatsalya   Yashpal Sharma   Rahul Kumar,Drama,Manish Vatsalya Ravi Kishan   Manish Vatsalya   Yashpal Sharma   Rahul Kumar Drama
shootout at wadala,Sanjay Gupta,John Abraham   Kangana Ranaut   Anil Kapoor   Vineet Sharma,Action   Crime,Sanjay Gupta John Abraham   Kangana Ranaut   Anil Kapoor   Vineet Sharma Action   Crime
second marriage dot com,Gaurav Panjwani,Subhash Ahuja   Syna Anand   Raman Atre   Rajat Bhalla,Drama,Gaurav Panjwani Subhash Ahuja   Syna Anand   Raman Atre   Rajat Bhalla Drama
born to hate... destined to love,Habib Faisal,Arjun Kapoor   Parineeti Chopra   Gauhar Khan   Anil Rastogi,Action   Drama   Romance,Habib Faisal Arjun Kapoor   Parineeti Chopra   Gauhar Khan   Anil Rastogi Action   Drama   Romance
milta hai chance by chance,Ramesh Modi,Divya Divedi   Sana Govil   Jawahar Jairath   Vishal Kaushik,Comedy,Ramesh Modi Divya Divedi   Sana Govil   Jawahar Jairath   Vishal Kaushik Comedy
singham returns,Rohit Shetty,Kareena Kapoor   Ajay Devgn   Anupam Kher   Yo Yo Honey Singh,Action,Rohit Shetty Kareena Kapoor   Ajay Devgn   Anupam Kher   Yo Yo Honey Singh Action
hate story,Vivek Agnihotri,Paoli Dam   Nikhil Dwivedi   Gulshan Devaiah   Saurabh Dubey,Thriller,Vivek Agnihotri Paoli Dam   Nikhil Dwivedi   Gulshan Devaiah   Saurabh Dubey Thriller
sons of ram,Kushal Ruia,Sunidhi Chauhan   Ettienne Couthino   Devansh Doshi   Saptharishi Ghosh,Animation   Drama   Musical,Kushal Ruia Sunidhi Chauhan   Ettienne Couthino   Devansh Doshi   Saptharishi Ghosh Animation   Drama   Musical
tamanchey,Suryaveer Singh Bhullar,Nikhil Dwivedi   Richa Chadda   Mahesh Balraj   Kislaya Dwivedi,Crime   Romance,Suryaveer Singh Bhullar Nikhil Dwivedi   Richa Chadda   Mahesh Balraj   Kislaya Dwivedi Crime   Romance
vicky donor,Shoojit Sircar,Ayushmann Khurrana   Yami Gautam   Annu Kapoor   Dolly Ahluwalia,Comedy   Romance,Shoojit Sircar Ayushmann Khurrana   Yami Gautam   Annu Kapoor   Dolly Ahluwalia Comedy   Romance
bandook,Aditya Om,Manisha Kelkar   Arshad Khan   Ashish Kotwal   Aditya Om,Crime   Thriller,Aditya Om Manisha Kelkar   Arshad Khan   Ashish Kotwal   Aditya Om Crime   Thriller
jannat 2,Kunal Deshmukh,Mohammed Zeeshan Ayyub   Viren Basoya   Manish Chaudhary   Esha Gupta,Crime   Drama   Thriller,Kunal Deshmukh Mohammed Zeeshan Ayyub   Viren Basoya   Manish Chaudhary   Esha Gupta Crime   Drama   Thriller
abcd (any body can dance),Remo,Prabhudheva   Ganesh Acharya   Kay Kay Menon   Lauren Gottlieb,Music   Western,Remo Prabhudheva   Ganesh Acharya   Kay Kay Menon   Lauren Gottlieb Music   Western
krishna aur kans,Vikram Veturi,Manoj Bajpayee   Harish Bhimani   Neetu Chaudhary   Juhi Chawla,Animation   Action   Adventure,Vikram Veturi Manoj Bajpayee   Harish Bhimani   Neetu Chaudhary   Juhi Chawla Animation   Action   Adventure
mere dad ki maruti,Ashima Chibber,Saqib Saleem   Rhea Chakraborty   Ram Kapoor   Prabal Panjabi,Comedy,Ashima Chibber Saqib Saleem   Rhea Chakraborty   Ram Kapoor   Prabal Panjabi Comedy
life ki toh lag gayi,Rakesh Mehta,Kay Kay Menon   Ranvir Shorey   Pradhuman Singh   Neha Bhasin,Comedy,Rakesh Mehta Kay Kay Menon   Ranvir Shorey   Pradhuman Singh   Neha Bhasin Comedy
love recipe,Amol Shetge,Rani Agrawal   Frank M. Ahearn   Suzanne Bernert   Sudha Chandran,Comedy,Amol Shetge Rani Agrawal   Frank M. Ahearn   Suzanne Bernert   Sudha Chandran Comedy
chor chor super chor,Rajesh. K.,Deepak Dobriyal   Priya Bhatija   Anshul Kataria   Paru Uma,Comedy   Drama   Thriller,Rajesh. K. Deepak Dobriyal   Priya Bhatija   Anshul Kataria   Paru Uma Comedy   Drama   Thriller
pk,Rajkumar Hirani,Aamir Khan   Anushka Sharma   Sanjay Dutt   Boman Irani,Comedy   Drama   Fantasy,Rajkumar Hirani Aamir Khan   Anushka Sharma   Sanjay Dutt   Boman Irani Comedy   Drama   Fantasy
maximum,Kabeer Kaushik,Mohan Agashe   Arya Babbar   Neha Dhupia   Rajendra Gupta,Crime   Thriller,Kabeer Kaushik Mohan Agashe   Arya Babbar   Neha Dhupia   Rajendra Gupta Crime   Thriller
nautanki saala!,Rohan Sippy,Ayushmann Khurrana   Kunaal Roy Kapur   Pooja Salvi   Gaelyn Mendonca,Comedy,Rohan Sippy Ayushmann Khurrana   Kunaal Roy Kapur   Pooja Salvi   Gaelyn Mendonca Comedy
chhodo kal ki baatein,Pramod Joshi,Barkha Bisht   Balaji Iyer   Raghavendra Kadkol   Sachin Khedekar,Drama,Pramod Joshi Barkha Bisht   Balaji Iyer   Raghavendra Kadkol   Sachin Khedekar Drama
himmatwala,Sajid Khan,Ajay Devgn   Tamannaah Bhatia   Mahesh Manjrekar   Paresh Rawal,Action   Comedy,Sajid Khan Ajay Devgn   Tamannaah Bhatia   Mahesh Manjrekar   Paresh Rawal Action   Comedy
cigarette ki tarah,Akashaditya Lama,Ashok Banthia   Sudesh Berry   Yuvika Chaudhry   Prashant Narayanan,Romance   Thriller,Akashaditya Lama Ashok Banthia   Sudesh Berry   Yuvika Chaudhry   Prashant Narayanan Romance   Thriller
bittoo boss,Supavitra Babul,Pulkit Samrat   Rajesh Bakshi   Wamiqa Gabbi   Amita Pathak,Romance,Supavitra Babul Pulkit Samrat   Rajesh Bakshi   Wamiqa Gabbi   Amita Pathak Romance
the lunchbox,Ritesh Batra,Irrfan Khan   Nimrat Kaur   Nawazuddin Siddiqui   Lillete Dubey,Drama   Romance,Ritesh Batra Irrfan Khan   Nimrat Kaur   Nawazuddin Siddiqui   Lillete Dubey Drama   Romance
janleva 555,Sundeep Malani,Shona Chabra   Raja Hasan   Akash Hora   Mann Hora,Musical   Romance   Thriller,Sundeep Malani Shona Chabra   Raja Hasan   Akash Hora   Mann Hora Musical   Romance   Thriller
mumbai's king,Manjeet Singh,Rahul Bairagi   Dhanshree Jain   Arbaaz Khan   Salman Khan,Drama,Manjeet Singh Rahul Bairagi   Dhanshree Jain   Arbaaz Khan   Salman Khan Drama
teri meri kahaani,Kunal Kohli,Shahid Kapoor   Priyanka Chopra   Prachi Desai   Neha Sharma,Drama   Romance,Kunal Kohli Shahid Kapoor   Priyanka Chopra   Prachi Desai   Neha Sharma Drama   Romance
bhaag milkha bhaag,Rakeysh Omprakash Mehra,Farhan Akhtar   Sonam Kapoor   Pavan Malhotra   Art Malik,Biography   Drama   History,Rakeysh Omprakash Mehra Farhan Akhtar   Sonam Kapoor   Pavan Malhotra   Art Malik Biography   Drama   History
ajab gazabb love,Sanjay Gadhvi,Jacky Bhagnani   Nidhi Subbaiah   Darshan Jariwala   Kiron Kher,Romance,Sanjay Gadhvi Jacky Bhagnani   Nidhi Subbaiah   Darshan Jariwala   Kiron Kher Romance
zanjeer,Apoorva Lakhia,Ram Charan   Priyanka Chopra   Sanjay Dutt   Prakash Raj,Action,Apoorva Lakhia Ram Charan   Priyanka Chopra   Sanjay Dutt   Prakash Raj Action
ramaiya vastavaiya,Prabhudheva,Shruti K. Haasan   Girish Taurani   Randhir Kapoor   Sonu Sood,Comedy   Family   Romance,Prabhudheva Shruti K. Haasan   Girish Taurani   Randhir Kapoor   Sonu Sood Comedy   Family   Romance
david,Bejoy Nambiar,'Chiyaan' Vikram   Neil Nitin Mukesh   Vinay Virmani   Tabu,Action   Crime   Drama,Bejoy Nambiar 'Chiyaan' Vikram   Neil Nitin Mukesh   Vinay Virmani   Tabu Action   Crime   Drama
raanjhanaa,Aanand Rai,Dhanush   Sonam Kapoor   Mohammed Zeeshan Ayyub   Swara Bhaskar,Drama   Romance,Aanand Rai Dhanush   Sonam Kapoor   Mohammed Zeeshan Ayyub   Swara Bhaskar Drama   Romance
club 60,Sanjay Tripathy,Farooq Shaikh   Sarika   Raghuvir Yadav   Satish Shah,Drama,Sanjay Tripathy Farooq Shaikh   Sarika   Raghuvir Yadav   Satish Shah Drama
saheb biwi aur gangster returns,Tigmanshu Dhulia,Raj Babbar   Mahie Gill   Mugdha Godse   Rajiv Gupta,Action   Crime   Drama,Tigmanshu Dhulia Raj Babbar   Mahie Gill   Mugdha Godse   Rajiv Gupta Action   Crime   Drama
chal pichchur banate hain,Pritish Chakraborty,Sagar Bhangade   Mukesh Bhatt   Vipul Bhatt   Manmeet Dhanjal,Drama,Pritish Chakraborty Sagar Bhangade   Mukesh Bhatt   Vipul Bhatt   Manmeet Dhanjal Drama
r... rajkumar,Prabhudheva,Shahid Kapoor   Sonakshi Sinha   Sonu Sood   Ashish Vidyarthi,Action   Comedy   Romance,Prabhudheva Shahid Kapoor   Sonakshi Sinha   Sonu Sood   Ashish Vidyarthi Action   Comedy   Romance
kick,Sajid Nadiadwala,Salman Khan   Jacqueline Fernandez   Nawazuddin Siddiqui   Randeep Hooda,Action   Comedy   Romance,Sajid Nadiadwala Salman Khan   Jacqueline Fernandez   Nawazuddin Siddiqui   Randeep Hooda Action   Comedy   Romance
2 states,Abhishek Varman,Arjun Kapoor   Alia Bhatt   Amrita Singh   Revathy,Drama   Romance,Abhishek Varman Arjun Kapoor   Alia Bhatt   Amrita Singh   Revathy Drama   Romance
special 26,Neeraj Pandey,Akshay Kumar   Kajal Agarwal   Manoj Bajpayee   Jimmy Shergill,Crime   Drama   Thriller,Neeraj Pandey Akshay Kumar   Kajal Agarwal   Manoj Bajpayee   Jimmy Shergill Crime   Drama   Thriller
?: a question mark,Allyson Patel   Yash Dave,Kiran Bhatia   Yaman Chatwal   Maanvi Gagroo   Chirag Jain,Horror   Mystery   Thriller,Allyson Patel   Yash Dave Kiran Bhatia   Yaman Chatwal   Maanvi Gagroo   Chirag Jain Horror   Mystery   Thriller
jalpari: the desert mermaid,Nila Madhab Panda,Harish Chabbra   Tannishtha Chatterjee   Parvin Dabas   Rajendra Gupta,Drama   Family   Mystery,Nila Madhab Panda Harish Chabbra   Tannishtha Chatterjee   Parvin Dabas   Rajendra Gupta Drama   Family   Mystery
mai,Mahesh Kodiyal,Asha Bhosle   Kshitee Jog   Shivani Joshi   Ram Kapoor,Drama   Family,Mahesh Kodiyal Asha Bhosle   Kshitee Jog   Shivani Joshi   Ram Kapoor Drama   Family
aatma,Suparn Verma,Jaideep Ahlawat   Bipasha Basu   Padam Bhola   Darshan Jariwala,Drama   Horror   Thriller,Suparn Verma Jaideep Ahlawat   Bipasha Basu   Padam Bhola   Darshan Jariwala Drama   Horror   Thriller
prague,Ashish R. Shukla,Chandan Roy Sanyal   Arfi Lamba   Kumar Mayank   Sonia Bindra,Mystery   Romance   Thriller,Ashish R. Shukla Chandan Roy Sanyal   Arfi Lamba   Kumar Mayank   Sonia Bindra Mystery   Romance   Thriller
kismet love paisa dilli,Sanjay M. Khanduri,Vivek Oberoi   Mallika Sherawat   Neha Dhupia   Anshuman Jha,Adventure   Comedy   Crime,Sanjay M. Khanduri Vivek Oberoi   Mallika Sherawat   Neha Dhupia   Anshuman Jha Adventure   Comedy   Crime
saari raat,Parimal Aloke,Parimal Aloke   Paru Gambhir,Short   Drama,Parimal Aloke Parimal Aloke   Paru Gambhir Short   Drama
arjun: the warrior prince,Arnab Chaudhuri,Yuddvir Bakolia   Ila Arun   Anjan Srivastav   Sachin Khedekar,Animation   Action   Adventure,Arnab Chaudhuri Yuddvir Bakolia   Ila Arun   Anjan Srivastav   Sachin Khedekar Animation   Action   Adventure
bloody isshq,Arup Dutta,Akash   Shilpa Anand   Karan Mehra   Tripta Parashar,Romance,Arup Dutta Akash   Shilpa Anand   Karan Mehra   Tripta Parashar Romance
3g - a killer connection,Sheershak Anand   Shantanu Ray Chhibber,Neil Nitin Mukesh   Sonal Chauhan   Himani Chauhan   Devraj Das,Horror   Sci-Fi   Thriller,Sheershak Anand   Shantanu Ray Chhibber Neil Nitin Mukesh   Sonal Chauhan   Himani Chauhan   Devraj Das Horror   Sci-Fi   Thriller
overtime,Ajay Yadav,Frank M. Ahearn   Ramnita Chaudhry   Preeti Chauhan   Divya Dutta,Drama,Ajay Yadav Frank M. Ahearn   Ramnita Chaudhry   Preeti Chauhan   Divya Dutta Drama
bhoot returns,Ram Gopal Varma,J.D. Chakravarthi   Nitin Jadhav   Manisha Koirala   Madhu Shalini,Horror,Ram Gopal Varma J.D. Chakravarthi   Nitin Jadhav   Manisha Koirala   Madhu Shalini Horror
ek thi daayan,Kannan Iyer,Emraan Hashmi   Konkona Sen Sharma   Kalki Koechlin   Huma Qureshi,Horror   Romance   Thriller,Kannan Iyer Emraan Hashmi   Konkona Sen Sharma   Kalki Koechlin   Huma Qureshi Horror   Romance   Thriller
rabba main kya karoon,Amrit Sagar,Tinnu Anand   Raj Babbar   Akash Chopra   Shakti Kapoor,Comedy   Romance,Amrit Sagar Tinnu Anand   Raj Babbar   Akash Chopra   Shakti Kapoor Comedy   Romance
akaash vani,Luv Ranjan,Nushrat Bharucha   Kiran Kumar   Gautam Mehra   Sunny Singh Nijjar,Romance,Luv Ranjan Nushrat Bharucha   Kiran Kumar   Gautam Mehra   Sunny Singh Nijjar Romance
